Date,Metric,Price,Country
2026-04-28,Baseload,105.67,CH
2026-04-29,Baseload,93.49,CH
2026-04-30,Baseload,71.01,CH
2026-05-01,Baseload,-0.68,CH
2026-05-02,Baseload,1.82,CH
2026-05-03,Baseload,65.71,CH
2026-05-04,Baseload,122.58,CH
2026-05-05,Baseload,127.14,CH
2026-05-06,Baseload,132.35,CH
2026-05-07,Baseload,134.65,CH
2026-05-08,Baseload,107.62,CH
2026-04-28,Solar Generation,2335.92,CH
2026-04-29,Solar Generation,23127.08,CH
2026-04-30,Solar Generation,29854.8,CH
2026-05-01,Solar Generation,31626.0,CH
2026-05-02,Solar Generation,31545.93,CH
2026-05-03,Solar Generation,25557.31,CH
2026-05-04,Solar Generation,19767.3,CH
2026-05-05,Solar Generation,16585.46,CH
2026-05-06,Solar Generation,13164.45,CH
2026-05-07,Solar Generation,20947.43,CH
2026-04-28,Solar Capture,96.12,CH
2026-04-29,Solar Capture,65.76,CH
2026-04-30,Solar Capture,3.29,CH
2026-05-01,Solar Capture,-163.55,CH
2026-05-02,Solar Capture,-155.2,CH
2026-05-03,Solar Capture,-4.91,CH
2026-05-04,Solar Capture,106.79,CH
2026-05-05,Solar Capture,119.21,CH
2026-05-06,Solar Capture,128.65,CH
2026-05-07,Solar Capture,117.98,CH
2026-04-28,Wind Onshore Generation,77.42,CH
2026-04-29,Wind Onshore Generation,471.73,CH
2026-04-30,Wind Onshore Generation,506.45,CH
2026-05-01,Wind Onshore Generation,132.09,CH
2026-05-02,Wind Onshore Generation,133.76,CH
2026-05-03,Wind Onshore Generation,251.87,CH
2026-05-04,Wind Onshore Generation,258.84,CH
2026-05-05,Wind Onshore Generation,321.84,CH
2026-05-06,Wind Onshore Generation,337.89,CH
2026-05-07,Wind Onshore Generation,159.69,CH
2026-04-28,Wind Onshore Capture,105.41,CH
2026-04-29,Wind Onshore Capture,94.22,CH
2026-04-30,Wind Onshore Capture,83.57,CH
2026-05-01,Wind Onshore Capture,35.04,CH
2026-05-02,Wind Onshore Capture,-2.24,CH
2026-05-03,Wind Onshore Capture,58.3,CH
2026-05-04,Wind Onshore Capture,117.8,CH
2026-05-05,Wind Onshore Capture,127.37,CH
2026-05-06,Wind Onshore Capture,133.55,CH
2026-05-07,Wind Onshore Capture,127.39,CH
2026-04-28,Solar Forecast,2404.44,CH
2026-04-29,Solar Forecast,19970.25,CH
2026-04-30,Solar Forecast,27021.13,CH
2026-05-01,Solar Forecast,30613.9,CH
2026-05-02,Solar Forecast,27012.93,CH
2026-05-03,Solar Forecast,23050.57,CH
2026-05-04,Solar Forecast,17187.67,CH
2026-05-05,Solar Forecast,14242.58,CH
2026-05-06,Solar Forecast,12004.04,CH
2026-05-07,Solar Forecast,27665.52,CH
2026-04-28,Wind Onshore Forecast,91.72,CH
2026-04-29,Wind Onshore Forecast,394.37,CH
2026-04-30,Wind Onshore Forecast,485.15,CH
2026-05-01,Wind Onshore Forecast,113.8,CH
2026-05-02,Wind Onshore Forecast,148.89,CH
2026-05-03,Wind Onshore Forecast,289.96,CH
2026-05-04,Wind Onshore Forecast,262.5,CH
2026-05-05,Wind Onshore Forecast,282.14,CH
2026-05-06,Wind Onshore Forecast,284.84,CH
2026-05-07,Wind Onshore Forecast,170.78,CH
2026-04-28,Baseload,64.83,BE
2026-04-29,Baseload,51.68,BE
2026-04-30,Baseload,57.46,BE
2026-05-01,Baseload,-5.47,BE
2026-05-02,Baseload,68.48,BE
2026-05-03,Baseload,85.46,BE
2026-05-04,Baseload,123.74,BE
2026-05-05,Baseload,119.98,BE
2026-05-06,Baseload,122.06,BE
2026-05-07,Baseload,124.81,BE
2026-05-08,Baseload,98.12,BE
2026-04-28,Solar Generation,14664.42,BE
2026-04-29,Solar Generation,68918.97,BE
2026-04-30,Solar Generation,69635.91,BE
2026-05-01,Solar Generation,68464.6,BE
2026-05-02,Solar Generation,50071.68,BE
2026-05-03,Solar Generation,20088.85,BE
2026-05-04,Solar Generation,30315.23,BE
2026-05-05,Solar Generation,15964.69,BE
2026-05-06,Solar Generation,24784.36,BE
2026-05-07,Solar Generation,28714.94,BE
2026-04-28,Solar Capture,13.54,BE
2026-04-29,Solar Capture,-7.09,BE
2026-04-30,Solar Capture,3.49,BE
2026-05-01,Solar Capture,-188.21,BE
2026-05-02,Solar Capture,-22.7,BE
2026-05-03,Solar Capture,33.98,BE
2026-05-04,Solar Capture,110.54,BE
2026-05-05,Solar Capture,112.02,BE
2026-05-06,Solar Capture,108.58,BE
2026-05-07,Solar Capture,112.39,BE
2026-04-28,Wind Onshore Generation,15793.73,BE
2026-04-29,Wind Onshore Generation,42558.34,BE
2026-04-30,Wind Onshore Generation,35524.81,BE
2026-05-01,Wind Onshore Generation,16416.21,BE
2026-05-02,Wind Onshore Generation,6993.7,BE
2026-05-03,Wind Onshore Generation,10414.08,BE
2026-05-04,Wind Onshore Generation,4367.58,BE
2026-05-05,Wind Onshore Generation,11046.06,BE
2026-05-06,Wind Onshore Generation,12008.22,BE
2026-05-07,Wind Onshore Generation,882.89,BE
2026-04-28,Wind Onshore Capture,66.51,BE
2026-04-29,Wind Onshore Capture,56.36,BE
2026-04-30,Wind Onshore Capture,62.73,BE
2026-05-01,Wind Onshore Capture,55.14,BE
2026-05-02,Wind Onshore Capture,104.25,BE
2026-05-03,Wind Onshore Capture,85.08,BE
2026-05-04,Wind Onshore Capture,128.06,BE
2026-05-05,Wind Onshore Capture,124.13,BE
2026-05-06,Wind Onshore Capture,120.97,BE
2026-05-07,Wind Onshore Capture,123.69,BE
2026-04-28,Wind Offshore Generation,17029.0,BE
2026-04-29,Wind Offshore Generation,44369.19,BE
2026-04-30,Wind Offshore Generation,34570.4,BE
2026-05-01,Wind Offshore Generation,7908.98,BE
2026-05-02,Wind Offshore Generation,2984.31,BE
2026-05-03,Wind Offshore Generation,3431.04,BE
2026-05-04,Wind Offshore Generation,5410.18,BE
2026-05-05,Wind Offshore Generation,18504.32,BE
2026-05-06,Wind Offshore Generation,12844.2,BE
2026-05-07,Wind Offshore Generation,2589.81,BE
2026-04-28,Wind Offshore Capture,64.9,BE
2026-04-29,Wind Offshore Capture,56.64,BE
2026-04-30,Wind Offshore Capture,70.02,BE
2026-05-01,Wind Offshore Capture,69.07,BE
2026-05-02,Wind Offshore Capture,88.06,BE
2026-05-03,Wind Offshore Capture,96.53,BE
2026-05-04,Wind Offshore Capture,141.08,BE
2026-05-05,Wind Offshore Capture,123.84,BE
2026-05-06,Wind Offshore Capture,120.01,BE
2026-05-07,Wind Offshore Capture,124.19,BE
2026-04-28,Solar Forecast,13850.27,BE
2026-04-29,Solar Forecast,66836.91,BE
2026-04-30,Solar Forecast,67620.37,BE
2026-05-01,Solar Forecast,67127.97,BE
2026-05-02,Solar Forecast,45658.6,BE
2026-05-03,Solar Forecast,19083.0,BE
2026-05-04,Solar Forecast,30335.6,BE
2026-05-05,Solar Forecast,21341.04,BE
2026-05-06,Solar Forecast,15118.48,BE
2026-05-07,Solar Forecast,42010.31,BE
2026-05-08,Solar Forecast,31134.63,BE
2026-04-28,Wind Onshore Forecast,13020.55,BE
2026-04-29,Wind Onshore Forecast,38349.25,BE
2026-04-30,Wind Onshore Forecast,31059.4,BE
2026-05-01,Wind Onshore Forecast,14677.12,BE
2026-05-02,Wind Onshore Forecast,7677.3,BE
2026-05-03,Wind Onshore Forecast,11471.1,BE
2026-05-04,Wind Onshore Forecast,3529.78,BE
2026-05-05,Wind Onshore Forecast,10792.18,BE
2026-05-06,Wind Onshore Forecast,13913.3,BE
2026-05-07,Wind Onshore Forecast,2020.8,BE
2026-05-08,Wind Onshore Forecast,1942.78,BE
2026-04-28,Wind Offshore Forecast,16783.42,BE
2026-04-29,Wind Offshore Forecast,47507.7,BE
2026-04-30,Wind Offshore Forecast,34768.55,BE
2026-05-01,Wind Offshore Forecast,15650.75,BE
2026-05-02,Wind Offshore Forecast,4221.02,BE
2026-05-03,Wind Offshore Forecast,9756.55,BE
2026-05-04,Wind Offshore Forecast,5539.32,BE
2026-05-05,Wind Offshore Forecast,20974.3,BE
2026-05-06,Wind Offshore Forecast,25031.48,BE
2026-05-07,Wind Offshore Forecast,4289.92,BE
2026-05-08,Wind Offshore Forecast,1610.05,BE
2026-04-28,Baseload,112.57,AT
2026-04-29,Baseload,81.58,AT
2026-04-30,Baseload,78.63,AT
2026-05-01,Baseload,-0.02,AT
2026-05-02,Baseload,59.29,AT
2026-05-03,Baseload,71.46,AT
2026-05-04,Baseload,107.6,AT
2026-05-05,Baseload,111.97,AT
2026-05-06,Baseload,124.44,AT
2026-05-07,Baseload,137.29,AT
2026-05-08,Baseload,112.91,AT
2026-04-28,Solar Generation,20004.0,AT
2026-04-29,Solar Generation,103024.0,AT
2026-04-30,Solar Generation,178008.0,AT
2026-05-01,Solar Generation,146292.0,AT
2026-05-02,Solar Generation,155232.0,AT
2026-05-03,Solar Generation,162944.0,AT
2026-05-04,Solar Generation,143332.0,AT
2026-05-05,Solar Generation,122044.0,AT
2026-05-06,Solar Generation,109812.0,AT
2026-05-07,Solar Generation,94012.0,AT
2026-04-28,Solar Capture,72.83,AT
2026-04-29,Solar Capture,19.28,AT
2026-04-30,Solar Capture,13.48,AT
2026-05-01,Solar Capture,-178.21,AT
2026-05-02,Solar Capture,-29.5,AT
2026-05-03,Solar Capture,8.19,AT
2026-05-04,Solar Capture,38.91,AT
2026-05-05,Solar Capture,63.8,AT
2026-05-06,Solar Capture,106.69,AT
2026-05-07,Solar Capture,117.7,AT
2026-04-28,Wind Onshore Generation,32424.0,AT
2026-04-29,Wind Onshore Generation,127664.0,AT
2026-04-30,Wind Onshore Generation,80104.0,AT
2026-05-01,Wind Onshore Generation,27036.0,AT
2026-05-02,Wind Onshore Generation,10620.0,AT
2026-05-03,Wind Onshore Generation,132612.0,AT
2026-05-04,Wind Onshore Generation,228660.0,AT
2026-05-05,Wind Onshore Generation,224136.0,AT
2026-05-06,Wind Onshore Generation,173504.0,AT
2026-05-07,Wind Onshore Generation,48020.0,AT
2026-04-28,Wind Onshore Capture,121.96,AT
2026-04-29,Wind Onshore Capture,97.71,AT
2026-04-30,Wind Onshore Capture,80.78,AT
2026-05-01,Wind Onshore Capture,35.09,AT
2026-05-02,Wind Onshore Capture,91.88,AT
2026-05-03,Wind Onshore Capture,79.07,AT
2026-05-04,Wind Onshore Capture,118.85,AT
2026-05-05,Wind Onshore Capture,113.72,AT
2026-05-06,Wind Onshore Capture,126.8,AT
2026-05-07,Wind Onshore Capture,129.78,AT
2026-04-28,Solar Forecast,8828.0,AT
2026-04-29,Solar Forecast,75232.0,AT
2026-04-30,Solar Forecast,122372.0,AT
2026-05-01,Solar Forecast,132912.0,AT
2026-05-02,Solar Forecast,163668.0,AT
2026-05-03,Solar Forecast,157312.0,AT
2026-05-04,Solar Forecast,150648.0,AT
2026-05-05,Solar Forecast,104356.0,AT
2026-05-06,Solar Forecast,95512.0,AT
2026-05-07,Solar Forecast,102168.0,AT
2026-05-08,Solar Forecast,101832.0,AT
2026-04-28,Wind Onshore Forecast,26248.0,AT
2026-04-29,Wind Onshore Forecast,127676.0,AT
2026-04-30,Wind Onshore Forecast,73948.0,AT
2026-05-01,Wind Onshore Forecast,33228.0,AT
2026-05-02,Wind Onshore Forecast,20584.0,AT
2026-05-03,Wind Onshore Forecast,157892.0,AT
2026-05-04,Wind Onshore Forecast,216752.0,AT
2026-05-05,Wind Onshore Forecast,247928.0,AT
2026-05-06,Wind Onshore Forecast,138988.0,AT
2026-05-07,Wind Onshore Forecast,73040.0,AT
2026-05-08,Wind Onshore Forecast,8656.0,AT
2026-04-28,Baseload,95.72,CZ
2026-04-29,Baseload,72.46,CZ
2026-04-30,Baseload,75.35,CZ
2026-05-01,Baseload,-3.01,CZ
2026-05-02,Baseload,58.56,CZ
2026-05-03,Baseload,71.75,CZ
2026-05-04,Baseload,115.8,CZ
2026-05-05,Baseload,121.07,CZ
2026-05-06,Baseload,118.27,CZ
2026-05-07,Baseload,136.8,CZ
2026-05-08,Baseload,110.66,CZ
2026-04-28,Solar Generation,22647.55,CZ
2026-04-29,Solar Generation,116567.11,CZ
2026-04-30,Solar Generation,114918.12,CZ
2026-05-01,Solar Generation,99838.72,CZ
2026-05-02,Solar Generation,106421.75,CZ
2026-05-03,Solar Generation,107330.01,CZ
2026-05-04,Solar Generation,99379.82,CZ
2026-05-05,Solar Generation,101179.31,CZ
2026-05-06,Solar Generation,90483.39,CZ
2026-05-07,Solar Generation,62666.32,CZ
2026-04-28,Solar Capture,47.19,CZ
2026-04-29,Solar Capture,14.05,CZ
2026-04-30,Solar Capture,11.56,CZ
2026-05-01,Solar Capture,-180.6,CZ
2026-05-02,Solar Capture,-27.95,CZ
2026-05-03,Solar Capture,11.17,CZ
2026-05-04,Solar Capture,63.32,CZ
2026-05-05,Solar Capture,90.06,CZ
2026-05-06,Solar Capture,99.4,CZ
2026-05-07,Solar Capture,119.47,CZ
2026-04-28,Wind Onshore Generation,3631.26,CZ
2026-04-29,Wind Onshore Generation,9767.11,CZ
2026-04-30,Wind Onshore Generation,5084.55,CZ
2026-05-01,Wind Onshore Generation,2729.35,CZ
2026-05-02,Wind Onshore Generation,2901.86,CZ
2026-05-03,Wind Onshore Generation,9336.32,CZ
2026-05-04,Wind Onshore Generation,8818.12,CZ
2026-05-05,Wind Onshore Generation,8984.52,CZ
2026-05-06,Wind Onshore Generation,8806.38,CZ
2026-05-07,Wind Onshore Generation,3469.5,CZ
2026-04-28,Wind Onshore Capture,101.76,CZ
2026-04-29,Wind Onshore Capture,69.33,CZ
2026-04-30,Wind Onshore Capture,73.3,CZ
2026-05-01,Wind Onshore Capture,23.29,CZ
2026-05-02,Wind Onshore Capture,80.56,CZ
2026-05-03,Wind Onshore Capture,79.67,CZ
2026-05-04,Wind Onshore Capture,112.82,CZ
2026-05-05,Wind Onshore Capture,122.77,CZ
2026-05-06,Wind Onshore Capture,120.48,CZ
2026-05-07,Wind Onshore Capture,123.48,CZ
2026-04-28,Solar Forecast,18294.0,CZ
2026-04-29,Solar Forecast,108856.0,CZ
2026-04-30,Solar Forecast,111264.0,CZ
2026-05-01,Solar Forecast,106486.0,CZ
2026-05-02,Solar Forecast,112858.0,CZ
2026-05-03,Solar Forecast,108870.0,CZ
2026-05-04,Solar Forecast,92247.0,CZ
2026-05-05,Solar Forecast,83026.0,CZ
2026-05-06,Solar Forecast,78417.0,CZ
2026-05-07,Solar Forecast,64221.0,CZ
2026-05-08,Solar Forecast,49245.0,CZ
2026-04-28,Baseload,80.03,DE_LU
2026-04-29,Baseload,65.36,DE_LU
2026-04-30,Baseload,72.06,DE_LU
2026-05-01,Baseload,-2.08,DE_LU
2026-05-02,Baseload,58.85,DE_LU
2026-05-03,Baseload,74.97,DE_LU
2026-05-04,Baseload,131.06,DE_LU
2026-05-05,Baseload,128.73,DE_LU
2026-05-06,Baseload,122.44,DE_LU
2026-05-07,Baseload,136.03,DE_LU
2026-05-08,Baseload,107.88,DE_LU
2026-04-28,Solar Generation,390494.69,DE_LU
2026-04-29,Solar Generation,1749625.98,DE_LU
2026-04-30,Solar Generation,1839180.93,DE_LU
2026-05-01,Solar Generation,1687252.66,DE_LU
2026-05-02,Solar Generation,1673591.99,DE_LU
2026-05-03,Solar Generation,1384183.96,DE_LU
2026-05-04,Solar Generation,1271676.93,DE_LU
2026-05-05,Solar Generation,845163.36,DE_LU
2026-05-06,Solar Generation,823512.98,DE_LU
2026-05-07,Solar Generation,707432.59,DE_LU
2026-04-28,Solar Capture,19.54,DE_LU
2026-04-29,Solar Capture,-4.1,DE_LU
2026-04-30,Solar Capture,5.93,DE_LU
2026-05-01,Solar Capture,-164.11,DE_LU
2026-05-02,Solar Capture,-26.29,DE_LU
2026-05-03,Solar Capture,12.9,DE_LU
2026-05-04,Solar Capture,97.83,DE_LU
2026-05-05,Solar Capture,112.85,DE_LU
2026-05-06,Solar Capture,107.83,DE_LU
2026-05-07,Solar Capture,113.53,DE_LU
2026-04-28,Wind Onshore Generation,704186.73,DE_LU
2026-04-29,Wind Onshore Generation,1386987.76,DE_LU
2026-04-30,Wind Onshore Generation,1129283.04,DE_LU
2026-05-01,Wind Onshore Generation,808458.4,DE_LU
2026-05-02,Wind Onshore Generation,967255.28,DE_LU
2026-05-03,Wind Onshore Generation,953582.71,DE_LU
2026-05-04,Wind Onshore Generation,536275.1,DE_LU
2026-05-05,Wind Onshore Generation,386993.42,DE_LU
2026-05-06,Wind Onshore Generation,992469.16,DE_LU
2026-05-07,Wind Onshore Generation,446207.13,DE_LU
2026-04-28,Wind Onshore Capture,87.7,DE_LU
2026-04-29,Wind Onshore Capture,84.18,DE_LU
2026-04-30,Wind Onshore Capture,82.97,DE_LU
2026-05-01,Wind Onshore Capture,76.0,DE_LU
2026-05-02,Wind Onshore Capture,81.07,DE_LU
2026-05-03,Wind Onshore Capture,85.47,DE_LU
2026-05-04,Wind Onshore Capture,126.19,DE_LU
2026-05-05,Wind Onshore Capture,133.09,DE_LU
2026-05-06,Wind Onshore Capture,123.41,DE_LU
2026-05-07,Wind Onshore Capture,124.57,DE_LU
2026-04-28,Wind Offshore Generation,100503.86,DE_LU
2026-04-29,Wind Offshore Generation,108874.11,DE_LU
2026-04-30,Wind Offshore Generation,169174.61,DE_LU
2026-05-01,Wind Offshore Generation,248941.0,DE_LU
2026-05-02,Wind Offshore Generation,211340.12,DE_LU
2026-05-03,Wind Offshore Generation,96932.56,DE_LU
2026-05-04,Wind Offshore Generation,120027.04,DE_LU
2026-05-05,Wind Offshore Generation,81060.14,DE_LU
2026-05-06,Wind Offshore Generation,344097.29,DE_LU
2026-05-07,Wind Offshore Generation,59927.96,DE_LU
2026-04-28,Wind Offshore Capture,96.66,DE_LU
2026-04-29,Wind Offshore Capture,104.17,DE_LU
2026-04-30,Wind Offshore Capture,102.41,DE_LU
2026-05-01,Wind Offshore Capture,84.63,DE_LU
2026-05-02,Wind Offshore Capture,78.49,DE_LU
2026-05-03,Wind Offshore Capture,112.55,DE_LU
2026-05-04,Wind Offshore Capture,127.81,DE_LU
2026-05-05,Wind Offshore Capture,135.63,DE_LU
2026-05-06,Wind Offshore Capture,124.03,DE_LU
2026-05-07,Wind Offshore Capture,125.97,DE_LU
2026-04-28,Solar Forecast,393200.14,DE_LU
2026-04-29,Solar Forecast,1807844.08,DE_LU
2026-04-30,Solar Forecast,1859764.98,DE_LU
2026-05-01,Solar Forecast,1804465.37,DE_LU
2026-05-02,Solar Forecast,1673881.82,DE_LU
2026-05-03,Solar Forecast,1315642.23,DE_LU
2026-05-04,Solar Forecast,1243330.21,DE_LU
2026-05-05,Solar Forecast,954282.69,DE_LU
2026-05-06,Solar Forecast,839222.06,DE_LU
2026-05-07,Solar Forecast,861899.34,DE_LU
2026-04-28,Wind Onshore Forecast,646533.01,DE_LU
2026-04-29,Wind Onshore Forecast,1370389.77,DE_LU
2026-04-30,Wind Onshore Forecast,1168919.84,DE_LU
2026-05-01,Wind Onshore Forecast,873096.77,DE_LU
2026-05-02,Wind Onshore Forecast,1038247.78,DE_LU
2026-05-03,Wind Onshore Forecast,914457.52,DE_LU
2026-05-04,Wind Onshore Forecast,526132.74,DE_LU
2026-05-05,Wind Onshore Forecast,449256.49,DE_LU
2026-05-06,Wind Onshore Forecast,1059645.18,DE_LU
2026-05-07,Wind Onshore Forecast,539659.4,DE_LU
2026-04-28,Wind Offshore Forecast,94421.18,DE_LU
2026-04-29,Wind Offshore Forecast,82806.46,DE_LU
2026-04-30,Wind Offshore Forecast,130897.0,DE_LU
2026-05-01,Wind Offshore Forecast,213097.82,DE_LU
2026-05-02,Wind Offshore Forecast,213420.99,DE_LU
2026-05-03,Wind Offshore Forecast,40968.19,DE_LU
2026-05-04,Wind Offshore Forecast,96388.69,DE_LU
2026-05-05,Wind Offshore Forecast,70845.75,DE_LU
2026-05-06,Wind Offshore Forecast,316892.9,DE_LU
2026-05-07,Wind Offshore Forecast,69210.37,DE_LU
2026-04-28,Baseload,151.86,IE_SEM
2026-04-29,Baseload,127.14,IE_SEM
2026-04-30,Baseload,129.6,IE_SEM
2026-05-01,Baseload,212.71,IE_SEM
2026-05-02,Baseload,192.34,IE_SEM
2026-05-03,Baseload,159.06,IE_SEM
2026-05-04,Baseload,154.56,IE_SEM
2026-05-05,Baseload,173.15,IE_SEM
2026-05-06,Baseload,188.52,IE_SEM
2026-05-07,Baseload,172.22,IE_SEM
2026-05-08,Baseload,169.56,IE_SEM
2026-04-28,Solar Generation,0.0,IE_SEM
2026-04-29,Solar Generation,0.0,IE_SEM
2026-04-30,Solar Generation,0.0,IE_SEM
2026-05-01,Solar Generation,0.0,IE_SEM
2026-05-02,Solar Generation,0.0,IE_SEM
2026-05-03,Solar Generation,0.0,IE_SEM
2026-05-04,Solar Generation,0.0,IE_SEM
2026-05-05,Solar Generation,0.0,IE_SEM
2026-05-06,Solar Generation,0.0,IE_SEM
2026-05-07,Solar Generation,0.0,IE_SEM
2026-04-28,Wind Onshore Generation,8183.71,IE_SEM
2026-04-29,Wind Onshore Generation,36982.61,IE_SEM
2026-04-30,Wind Onshore Generation,42312.04,IE_SEM
2026-05-01,Wind Onshore Generation,12305.62,IE_SEM
2026-05-02,Wind Onshore Generation,5339.5,IE_SEM
2026-05-03,Wind Onshore Generation,11958.5,IE_SEM
2026-05-04,Wind Onshore Generation,14117.98,IE_SEM
2026-05-05,Wind Onshore Generation,10879.07,IE_SEM
2026-05-06,Wind Onshore Generation,5625.22,IE_SEM
2026-05-07,Wind Onshore Generation,8264.18,IE_SEM
2026-04-28,Wind Onshore Capture,157.27,IE_SEM
2026-04-29,Wind Onshore Capture,125.56,IE_SEM
2026-04-30,Wind Onshore Capture,112.51,IE_SEM
2026-05-01,Wind Onshore Capture,210.78,IE_SEM
2026-05-02,Wind Onshore Capture,189.07,IE_SEM
2026-05-03,Wind Onshore Capture,159.32,IE_SEM
2026-05-04,Wind Onshore Capture,156.51,IE_SEM
2026-05-05,Wind Onshore Capture,175.24,IE_SEM
2026-05-06,Wind Onshore Capture,186.78,IE_SEM
2026-05-07,Wind Onshore Capture,157.11,IE_SEM
2026-04-28,Wind Onshore Forecast,9090.46,IE_SEM
2026-04-29,Wind Onshore Forecast,61145.14,IE_SEM
2026-04-30,Wind Onshore Forecast,71224.17,IE_SEM
2026-05-01,Wind Onshore Forecast,11956.12,IE_SEM
2026-05-02,Wind Onshore Forecast,9785.52,IE_SEM
2026-05-03,Wind Onshore Forecast,13928.69,IE_SEM
2026-05-04,Wind Onshore Forecast,15712.85,IE_SEM
2026-05-05,Wind Onshore Forecast,13621.44,IE_SEM
2026-05-06,Wind Onshore Forecast,9273.61,IE_SEM
2026-05-07,Wind Onshore Forecast,12710.03,IE_SEM
2026-05-08,Wind Onshore Forecast,1845.02,IE_SEM
2026-04-28,Baseload,16.42,FR
2026-04-29,Baseload,3.32,FR
2026-04-30,Baseload,11.59,FR
2026-05-01,Baseload,-41.39,FR
2026-05-02,Baseload,25.59,FR
2026-05-03,Baseload,32.3,FR
2026-05-04,Baseload,111.38,FR
2026-05-05,Baseload,92.06,FR
2026-05-06,Baseload,113.4,FR
2026-05-07,Baseload,98.56,FR
2026-05-08,Baseload,49.64,FR
2026-04-28,Solar Generation,117286.08,FR
2026-04-29,Solar Generation,428115.09,FR
2026-04-30,Solar Generation,409670.1,FR
2026-05-01,Solar Generation,441786.62,FR
2026-05-02,Solar Generation,399069.06,FR
2026-05-03,Solar Generation,362712.58,FR
2026-05-04,Solar Generation,300509.93,FR
2026-05-05,Solar Generation,366740.5,FR
2026-05-06,Solar Generation,391558.55,FR
2026-05-07,Solar Generation,476696.65,FR
2026-04-28,Solar Capture,8.8,FR
2026-04-29,Solar Capture,-15.96,FR
2026-04-30,Solar Capture,-4.68,FR
2026-05-01,Solar Capture,-177.46,FR
2026-05-02,Solar Capture,-27.29,FR
2026-05-03,Solar Capture,6.57,FR
2026-05-04,Solar Capture,106.31,FR
2026-05-05,Solar Capture,74.12,FR
2026-05-06,Solar Capture,101.53,FR
2026-05-07,Solar Capture,54.88,FR
2026-04-28,Wind Onshore Generation,225966.23,FR
2026-04-29,Wind Onshore Generation,785525.02,FR
2026-04-30,Wind Onshore Generation,753981.78,FR
2026-05-01,Wind Onshore Generation,327702.26,FR
2026-05-02,Wind Onshore Generation,297410.79,FR
2026-05-03,Wind Onshore Generation,381429.25,FR
2026-05-04,Wind Onshore Generation,170773.17,FR
2026-05-05,Wind Onshore Generation,337534.43,FR
2026-05-06,Wind Onshore Generation,329252.75,FR
2026-05-07,Wind Onshore Generation,67880.67,FR
2026-04-28,Wind Onshore Capture,18.86,FR
2026-04-29,Wind Onshore Capture,9.54,FR
2026-04-30,Wind Onshore Capture,14.94,FR
2026-05-01,Wind Onshore Capture,15.15,FR
2026-05-02,Wind Onshore Capture,37.49,FR
2026-05-03,Wind Onshore Capture,31.95,FR
2026-05-04,Wind Onshore Capture,111.05,FR
2026-05-05,Wind Onshore Capture,91.26,FR
2026-05-06,Wind Onshore Capture,110.43,FR
2026-05-07,Wind Onshore Capture,98.99,FR
2026-04-28,Wind Offshore Generation,46422.26,FR
2026-04-29,Wind Offshore Generation,107044.64,FR
2026-04-30,Wind Offshore Generation,61600.13,FR
2026-05-01,Wind Offshore Generation,13957.79,FR
2026-05-02,Wind Offshore Generation,28519.84,FR
2026-05-03,Wind Offshore Generation,9093.35,FR
2026-05-04,Wind Offshore Generation,9950.88,FR
2026-05-05,Wind Offshore Generation,66448.43,FR
2026-05-06,Wind Offshore Generation,39211.26,FR
2026-05-07,Wind Offshore Generation,8319.33,FR
2026-04-28,Wind Offshore Capture,18.75,FR
2026-04-29,Wind Offshore Capture,11.68,FR
2026-04-30,Wind Offshore Capture,12.13,FR
2026-05-01,Wind Offshore Capture,-2.39,FR
2026-05-02,Wind Offshore Capture,9.55,FR
2026-05-03,Wind Offshore Capture,19.66,FR
2026-05-04,Wind Offshore Capture,118.94,FR
2026-05-05,Wind Offshore Capture,94.26,FR
2026-05-06,Wind Offshore Capture,108.87,FR
2026-05-07,Wind Offshore Capture,90.97,FR
2026-04-28,Solar Forecast,128960.53,FR
2026-04-29,Solar Forecast,456022.32,FR
2026-04-30,Solar Forecast,471801.56,FR
2026-05-01,Solar Forecast,452114.04,FR
2026-05-02,Solar Forecast,429056.44,FR
2026-05-03,Solar Forecast,420116.65,FR
2026-05-04,Solar Forecast,357549.11,FR
2026-05-05,Solar Forecast,416920.26,FR
2026-05-06,Solar Forecast,428850.86,FR
2026-05-07,Solar Forecast,546926.58,FR
2026-05-08,Solar Forecast,403231.26,FR
2026-04-28,Wind Onshore Forecast,248456.03,FR
2026-04-29,Wind Onshore Forecast,875768.15,FR
2026-04-30,Wind Onshore Forecast,813504.74,FR
2026-05-01,Wind Onshore Forecast,339139.51,FR
2026-05-02,Wind Onshore Forecast,352021.12,FR
2026-05-03,Wind Onshore Forecast,438425.62,FR
2026-05-04,Wind Onshore Forecast,160806.86,FR
2026-05-05,Wind Onshore Forecast,370809.68,FR
2026-05-06,Wind Onshore Forecast,410521.36,FR
2026-05-07,Wind Onshore Forecast,104900.83,FR
2026-05-08,Wind Onshore Forecast,106583.92,FR
2026-04-28,Wind Offshore Forecast,41803.52,FR
2026-04-29,Wind Offshore Forecast,97510.06,FR
2026-04-30,Wind Offshore Forecast,76201.57,FR
2026-05-01,Wind Offshore Forecast,17578.15,FR
2026-05-02,Wind Offshore Forecast,38757.4,FR
2026-05-03,Wind Offshore Forecast,17273.43,FR
2026-05-04,Wind Offshore Forecast,15972.8,FR
2026-05-05,Wind Offshore Forecast,53563.32,FR
2026-05-06,Wind Offshore Forecast,39851.8,FR
2026-05-07,Wind Offshore Forecast,15319.67,FR
