Date,Metric,Price,Country
2026-05-07,Baseload,137.13,SK
2026-05-08,Baseload,110.96,SK
2026-04-28,Solar Generation,144.4,SK
2026-04-29,Solar Generation,11945.6,SK
2026-04-30,Solar Generation,13242.8,SK
2026-05-01,Solar Generation,9383.7,SK
2026-05-02,Solar Generation,12390.7,SK
2026-05-03,Solar Generation,12503.2,SK
2026-05-04,Solar Generation,12520.1,SK
2026-05-05,Solar Generation,11723.9,SK
2026-05-06,Solar Generation,10307.9,SK
2026-05-07,Solar Generation,5527.6,SK
2026-04-28,Solar Capture,42.9,SK
2026-04-29,Solar Capture,23.65,SK
2026-04-30,Solar Capture,11.55,SK
2026-05-01,Solar Capture,-183.12,SK
2026-05-02,Solar Capture,-32.89,SK
2026-05-03,Solar Capture,5.9,SK
2026-05-04,Solar Capture,49.87,SK
2026-05-05,Solar Capture,74.59,SK
2026-05-06,Solar Capture,85.89,SK
2026-05-07,Solar Capture,121.06,SK
2026-04-28,Wind Onshore Generation,3.1,SK
2026-04-29,Wind Onshore Generation,63.6,SK
2026-04-30,Wind Onshore Generation,34.2,SK
2026-05-01,Wind Onshore Generation,9.1,SK
2026-05-02,Wind Onshore Generation,3.0,SK
2026-05-03,Wind Onshore Generation,116.4,SK
2026-05-04,Wind Onshore Generation,77.6,SK
2026-05-05,Wind Onshore Generation,132.7,SK
2026-05-06,Wind Onshore Generation,94.3,SK
2026-05-07,Wind Onshore Generation,20.9,SK
2026-04-28,Wind Onshore Capture,96.76,SK
2026-04-29,Wind Onshore Capture,70.52,SK
2026-04-30,Wind Onshore Capture,65.9,SK
2026-05-01,Wind Onshore Capture,-146.44,SK
2026-05-02,Wind Onshore Capture,120.7,SK
2026-05-03,Wind Onshore Capture,64.51,SK
2026-05-04,Wind Onshore Capture,104.71,SK
2026-05-05,Wind Onshore Capture,112.74,SK
2026-05-06,Wind Onshore Capture,118.36,SK
2026-05-07,Wind Onshore Capture,123.67,SK
2026-04-28,Solar Forecast,240.8,SK
2026-04-29,Solar Forecast,7166.8,SK
2026-04-30,Solar Forecast,12610.0,SK
2026-05-01,Solar Forecast,11990.0,SK
2026-05-02,Solar Forecast,12630.0,SK
2026-05-03,Solar Forecast,11990.0,SK
2026-05-04,Solar Forecast,11990.0,SK
2026-05-05,Solar Forecast,7718.0,SK
2026-05-06,Solar Forecast,10349.0,SK
2026-05-07,Solar Forecast,7718.0,SK
2026-05-08,Solar Forecast,9738.0,SK
2026-04-28,Wind Onshore Forecast,8.0,SK
2026-04-29,Wind Onshore Forecast,96.0,SK
2026-04-30,Wind Onshore Forecast,96.0,SK
2026-05-01,Wind Onshore Forecast,96.0,SK
2026-05-02,Wind Onshore Forecast,96.0,SK
2026-05-03,Wind Onshore Forecast,96.0,SK
2026-05-04,Wind Onshore Forecast,96.0,SK
2026-05-05,Wind Onshore Forecast,96.0,SK
2026-05-06,Wind Onshore Forecast,96.0,SK
2026-05-07,Wind Onshore Forecast,96.0,SK
2026-05-08,Wind Onshore Forecast,60.0,SK
2026-04-28,Baseload,144.14,IT_SICI
2026-04-29,Baseload,116.3,IT_SICI
2026-04-30,Baseload,101.81,IT_SICI
2026-05-01,Baseload,82.42,IT_SICI
2026-05-02,Baseload,98.82,IT_SICI
2026-05-03,Baseload,103.88,IT_SICI
2026-05-04,Baseload,132.43,IT_SICI
2026-05-05,Baseload,140.25,IT_SICI
2026-05-06,Baseload,144.03,IT_SICI
2026-05-07,Baseload,132.05,IT_SICI
2026-05-08,Baseload,126.16,IT_SICI
2026-04-28,Solar Generation,16941.0,IT_SICI
2026-04-29,Solar Generation,62397.0,IT_SICI
2026-04-30,Solar Generation,72113.0,IT_SICI
2026-05-01,Solar Generation,32399.0,IT_SICI
2026-05-02,Solar Generation,59029.0,IT_SICI
2026-05-03,Solar Generation,67380.0,IT_SICI
2026-05-04,Solar Generation,82778.0,IT_SICI
2026-05-05,Solar Generation,74148.0,IT_SICI
2026-05-06,Solar Generation,53833.0,IT_SICI
2026-05-07,Solar Generation,50530.0,IT_SICI
2026-04-28,Solar Capture,128.46,IT_SICI
2026-04-29,Solar Capture,90.26,IT_SICI
2026-04-30,Solar Capture,54.97,IT_SICI
2026-05-01,Solar Capture,20.82,IT_SICI
2026-05-02,Solar Capture,42.41,IT_SICI
2026-05-03,Solar Capture,50.51,IT_SICI
2026-05-04,Solar Capture,114.96,IT_SICI
2026-05-05,Solar Capture,133.06,IT_SICI
2026-05-06,Solar Capture,142.67,IT_SICI
2026-05-07,Solar Capture,95.4,IT_SICI
2026-04-28,Wind Onshore Generation,8673.0,IT_SICI
2026-04-29,Wind Onshore Generation,40145.0,IT_SICI
2026-04-30,Wind Onshore Generation,27311.0,IT_SICI
2026-05-01,Wind Onshore Generation,26168.0,IT_SICI
2026-05-02,Wind Onshore Generation,42797.0,IT_SICI
2026-05-03,Wind Onshore Generation,20886.0,IT_SICI
2026-05-04,Wind Onshore Generation,36962.0,IT_SICI
2026-05-05,Wind Onshore Generation,28192.0,IT_SICI
2026-05-06,Wind Onshore Generation,47666.0,IT_SICI
2026-05-07,Wind Onshore Generation,77339.0,IT_SICI
2026-04-28,Wind Onshore Capture,142.78,IT_SICI
2026-04-29,Wind Onshore Capture,118.04,IT_SICI
2026-04-30,Wind Onshore Capture,108.07,IT_SICI
2026-05-01,Wind Onshore Capture,113.89,IT_SICI
2026-05-02,Wind Onshore Capture,102.6,IT_SICI
2026-05-03,Wind Onshore Capture,106.48,IT_SICI
2026-05-04,Wind Onshore Capture,130.41,IT_SICI
2026-05-05,Wind Onshore Capture,137.93,IT_SICI
2026-05-06,Wind Onshore Capture,143.61,IT_SICI
2026-05-07,Wind Onshore Capture,121.43,IT_SICI
2026-04-28,Solar Forecast,12868.0,IT_SICI
2026-04-29,Solar Forecast,49642.0,IT_SICI
2026-04-30,Solar Forecast,57197.0,IT_SICI
2026-05-01,Solar Forecast,33813.0,IT_SICI
2026-05-02,Solar Forecast,62648.0,IT_SICI
2026-05-03,Solar Forecast,58507.0,IT_SICI
2026-05-04,Solar Forecast,55966.0,IT_SICI
2026-05-05,Solar Forecast,54852.0,IT_SICI
2026-05-06,Solar Forecast,42105.0,IT_SICI
2026-05-07,Solar Forecast,51373.0,IT_SICI
2026-04-28,Wind Onshore Forecast,9426.0,IT_SICI
2026-04-29,Wind Onshore Forecast,28910.0,IT_SICI
2026-04-30,Wind Onshore Forecast,18975.0,IT_SICI
2026-05-01,Wind Onshore Forecast,37787.0,IT_SICI
2026-05-02,Wind Onshore Forecast,56349.0,IT_SICI
2026-05-03,Wind Onshore Forecast,22495.0,IT_SICI
2026-05-04,Wind Onshore Forecast,48891.0,IT_SICI
2026-05-05,Wind Onshore Forecast,47381.0,IT_SICI
2026-05-06,Wind Onshore Forecast,48054.0,IT_SICI
2026-05-07,Wind Onshore Forecast,79640.0,IT_SICI
2026-04-28,Baseload,144.14,IT_CSUD
2026-04-29,Baseload,116.3,IT_CSUD
2026-04-30,Baseload,101.81,IT_CSUD
2026-05-01,Baseload,82.42,IT_CSUD
2026-05-02,Baseload,98.82,IT_CSUD
2026-05-03,Baseload,103.88,IT_CSUD
2026-05-04,Baseload,134.31,IT_CSUD
2026-05-05,Baseload,140.25,IT_CSUD
2026-05-06,Baseload,144.26,IT_CSUD
2026-05-07,Baseload,136.64,IT_CSUD
2026-05-08,Baseload,126.16,IT_CSUD
2026-04-28,Solar Generation,34149.0,IT_CSUD
2026-04-29,Solar Generation,129133.0,IT_CSUD
2026-04-30,Solar Generation,94755.0,IT_CSUD
2026-05-01,Solar Generation,91261.0,IT_CSUD
2026-05-02,Solar Generation,97360.0,IT_CSUD
2026-05-03,Solar Generation,111576.0,IT_CSUD
2026-05-04,Solar Generation,104180.0,IT_CSUD
2026-05-05,Solar Generation,50119.0,IT_CSUD
2026-05-06,Solar Generation,70237.0,IT_CSUD
2026-05-07,Solar Generation,95529.0,IT_CSUD
2026-04-28,Solar Capture,130.09,IT_CSUD
2026-04-29,Solar Capture,92.98,IT_CSUD
2026-04-30,Solar Capture,52.85,IT_CSUD
2026-05-01,Solar Capture,19.94,IT_CSUD
2026-05-02,Solar Capture,44.09,IT_CSUD
2026-05-03,Solar Capture,54.53,IT_CSUD
2026-05-04,Solar Capture,118.51,IT_CSUD
2026-05-05,Solar Capture,130.74,IT_CSUD
2026-05-06,Solar Capture,140.9,IT_CSUD
2026-05-07,Solar Capture,108.86,IT_CSUD
2026-04-28,Wind Onshore Generation,4952.0,IT_CSUD
2026-04-29,Wind Onshore Generation,21895.0,IT_CSUD
2026-04-30,Wind Onshore Generation,74995.0,IT_CSUD
2026-05-01,Wind Onshore Generation,95987.0,IT_CSUD
2026-05-02,Wind Onshore Generation,58505.0,IT_CSUD
2026-05-03,Wind Onshore Generation,12661.0,IT_CSUD
2026-05-04,Wind Onshore Generation,22570.0,IT_CSUD
2026-05-05,Wind Onshore Generation,50193.0,IT_CSUD
2026-05-06,Wind Onshore Generation,60967.0,IT_CSUD
2026-05-07,Wind Onshore Generation,28417.0,IT_CSUD
2026-04-28,Wind Onshore Capture,140.6,IT_CSUD
2026-04-29,Wind Onshore Capture,123.5,IT_CSUD
2026-04-30,Wind Onshore Capture,93.43,IT_CSUD
2026-05-01,Wind Onshore Capture,88.26,IT_CSUD
2026-05-02,Wind Onshore Capture,98.0,IT_CSUD
2026-05-03,Wind Onshore Capture,115.0,IT_CSUD
2026-05-04,Wind Onshore Capture,135.02,IT_CSUD
2026-05-05,Wind Onshore Capture,139.26,IT_CSUD
2026-05-06,Wind Onshore Capture,146.5,IT_CSUD
2026-05-07,Wind Onshore Capture,137.3,IT_CSUD
2026-04-28,Solar Forecast,29638.0,IT_CSUD
2026-04-29,Solar Forecast,123346.0,IT_CSUD
2026-04-30,Solar Forecast,73943.0,IT_CSUD
2026-05-01,Solar Forecast,140848.0,IT_CSUD
2026-05-02,Solar Forecast,134736.0,IT_CSUD
2026-05-03,Solar Forecast,124273.0,IT_CSUD
2026-05-04,Solar Forecast,96198.0,IT_CSUD
2026-05-05,Solar Forecast,43931.0,IT_CSUD
2026-05-06,Solar Forecast,57325.0,IT_CSUD
2026-05-07,Solar Forecast,86910.0,IT_CSUD
2026-04-28,Wind Onshore Forecast,5547.0,IT_CSUD
2026-04-29,Wind Onshore Forecast,21357.0,IT_CSUD
2026-04-30,Wind Onshore Forecast,76646.0,IT_CSUD
2026-05-01,Wind Onshore Forecast,122332.0,IT_CSUD
2026-05-02,Wind Onshore Forecast,88564.0,IT_CSUD
2026-05-03,Wind Onshore Forecast,19462.0,IT_CSUD
2026-05-04,Wind Onshore Forecast,32159.0,IT_CSUD
2026-05-05,Wind Onshore Forecast,47333.0,IT_CSUD
2026-05-06,Wind Onshore Forecast,53803.0,IT_CSUD
2026-05-07,Wind Onshore Forecast,30239.0,IT_CSUD
2026-04-28,Baseload,144.14,IT_SUD
2026-04-29,Baseload,116.3,IT_SUD
2026-04-30,Baseload,101.81,IT_SUD
2026-05-01,Baseload,82.42,IT_SUD
2026-05-02,Baseload,98.82,IT_SUD
2026-05-03,Baseload,103.88,IT_SUD
2026-05-04,Baseload,134.31,IT_SUD
2026-05-05,Baseload,140.25,IT_SUD
2026-05-06,Baseload,144.26,IT_SUD
2026-05-07,Baseload,136.64,IT_SUD
2026-05-08,Baseload,126.16,IT_SUD
2026-04-28,Solar Generation,16706.0,IT_SUD
2026-04-29,Solar Generation,79060.0,IT_SUD
2026-04-30,Solar Generation,33316.0,IT_SUD
2026-05-01,Solar Generation,61135.0,IT_SUD
2026-05-02,Solar Generation,65386.0,IT_SUD
2026-05-03,Solar Generation,75268.0,IT_SUD
2026-05-04,Solar Generation,92169.0,IT_SUD
2026-05-05,Solar Generation,53882.0,IT_SUD
2026-05-06,Solar Generation,47940.0,IT_SUD
2026-05-07,Solar Generation,56121.0,IT_SUD
2026-04-28,Solar Capture,128.3,IT_SUD
2026-04-29,Solar Capture,94.89,IT_SUD
2026-04-30,Solar Capture,52.16,IT_SUD
2026-05-01,Solar Capture,19.45,IT_SUD
2026-05-02,Solar Capture,40.33,IT_SUD
2026-05-03,Solar Capture,52.98,IT_SUD
2026-05-04,Solar Capture,118.81,IT_SUD
2026-05-05,Solar Capture,136.12,IT_SUD
2026-05-06,Solar Capture,141.6,IT_SUD
2026-05-07,Solar Capture,106.4,IT_SUD
2026-04-28,Wind Onshore Generation,15271.0,IT_SUD
2026-04-29,Wind Onshore Generation,31239.0,IT_SUD
2026-04-30,Wind Onshore Generation,185423.0,IT_SUD
2026-05-01,Wind Onshore Generation,204102.0,IT_SUD
2026-05-02,Wind Onshore Generation,138310.0,IT_SUD
2026-05-03,Wind Onshore Generation,78503.0,IT_SUD
2026-05-04,Wind Onshore Generation,50438.0,IT_SUD
2026-05-05,Wind Onshore Generation,76225.0,IT_SUD
2026-05-06,Wind Onshore Generation,97600.0,IT_SUD
2026-05-07,Wind Onshore Generation,90730.0,IT_SUD
2026-04-28,Wind Onshore Capture,144.1,IT_SUD
2026-04-29,Wind Onshore Capture,126.23,IT_SUD
2026-04-30,Wind Onshore Capture,105.23,IT_SUD
2026-05-01,Wind Onshore Capture,88.45,IT_SUD
2026-05-02,Wind Onshore Capture,90.79,IT_SUD
2026-05-03,Wind Onshore Capture,97.2,IT_SUD
2026-05-04,Wind Onshore Capture,132.05,IT_SUD
2026-05-05,Wind Onshore Capture,141.04,IT_SUD
2026-05-06,Wind Onshore Capture,146.72,IT_SUD
2026-05-07,Wind Onshore Capture,130.6,IT_SUD
2026-04-28,Wind Offshore Generation,8.0,IT_SUD
2026-04-29,Wind Offshore Generation,112.0,IT_SUD
2026-04-30,Wind Offshore Generation,448.0,IT_SUD
2026-05-01,Wind Offshore Generation,1007.0,IT_SUD
2026-05-02,Wind Offshore Generation,678.0,IT_SUD
2026-05-03,Wind Offshore Generation,1091.0,IT_SUD
2026-05-04,Wind Offshore Generation,76.0,IT_SUD
2026-05-05,Wind Offshore Generation,128.0,IT_SUD
2026-05-06,Wind Offshore Generation,944.0,IT_SUD
2026-05-07,Wind Offshore Generation,614.0,IT_SUD
2026-04-28,Wind Offshore Capture,126.27,IT_SUD
2026-04-29,Wind Offshore Capture,115.59,IT_SUD
2026-04-30,Wind Offshore Capture,121.0,IT_SUD
2026-05-01,Wind Offshore Capture,89.29,IT_SUD
2026-05-02,Wind Offshore Capture,88.13,IT_SUD
2026-05-03,Wind Offshore Capture,76.98,IT_SUD
2026-05-04,Wind Offshore Capture,114.6,IT_SUD
2026-05-05,Wind Offshore Capture,135.99,IT_SUD
2026-05-06,Wind Offshore Capture,145.47,IT_SUD
2026-05-07,Wind Offshore Capture,123.99,IT_SUD
2026-04-28,Solar Forecast,16202.0,IT_SUD
2026-04-29,Solar Forecast,90535.0,IT_SUD
2026-04-30,Solar Forecast,31367.0,IT_SUD
2026-05-01,Solar Forecast,97901.0,IT_SUD
2026-05-02,Solar Forecast,98090.0,IT_SUD
2026-05-03,Solar Forecast,93296.0,IT_SUD
2026-05-04,Solar Forecast,90378.0,IT_SUD
2026-05-05,Solar Forecast,57087.0,IT_SUD
2026-05-06,Solar Forecast,56809.0,IT_SUD
2026-05-07,Solar Forecast,69605.0,IT_SUD
2026-04-28,Wind Onshore Forecast,14918.0,IT_SUD
2026-04-29,Wind Onshore Forecast,48196.0,IT_SUD
2026-04-30,Wind Onshore Forecast,169905.0,IT_SUD
2026-05-01,Wind Onshore Forecast,249444.0,IT_SUD
2026-05-02,Wind Onshore Forecast,194367.0,IT_SUD
2026-05-03,Wind Onshore Forecast,111058.0,IT_SUD
2026-05-04,Wind Onshore Forecast,65033.0,IT_SUD
2026-05-05,Wind Onshore Forecast,81502.0,IT_SUD
2026-05-06,Wind Onshore Forecast,85049.0,IT_SUD
2026-05-07,Wind Onshore Forecast,80489.0,IT_SUD
2026-04-28,Baseload,143.77,IT_SARD
2026-04-29,Baseload,116.3,IT_SARD
2026-04-30,Baseload,101.81,IT_SARD
2026-05-01,Baseload,82.42,IT_SARD
2026-05-02,Baseload,98.82,IT_SARD
2026-05-03,Baseload,103.88,IT_SARD
2026-05-04,Baseload,134.26,IT_SARD
2026-05-05,Baseload,140.25,IT_SARD
2026-05-06,Baseload,144.26,IT_SARD
2026-05-07,Baseload,136.52,IT_SARD
2026-05-08,Baseload,126.16,IT_SARD
2026-04-28,Solar Generation,9897.0,IT_SARD
2026-04-29,Solar Generation,28186.0,IT_SARD
2026-04-30,Solar Generation,34624.0,IT_SARD
2026-05-01,Solar Generation,27631.0,IT_SARD
2026-05-02,Solar Generation,34937.0,IT_SARD
2026-05-03,Solar Generation,31534.0,IT_SARD
2026-05-04,Solar Generation,18537.0,IT_SARD
2026-05-05,Solar Generation,17580.0,IT_SARD
2026-05-06,Solar Generation,18145.0,IT_SARD
2026-05-07,Solar Generation,21713.0,IT_SARD
2026-04-28,Solar Capture,129.6,IT_SARD
2026-04-29,Solar Capture,91.0,IT_SARD
2026-04-30,Solar Capture,57.51,IT_SARD
2026-05-01,Solar Capture,14.4,IT_SARD
2026-05-02,Solar Capture,33.55,IT_SARD
2026-05-03,Solar Capture,43.7,IT_SARD
2026-05-04,Solar Capture,111.26,IT_SARD
2026-05-05,Solar Capture,131.43,IT_SARD
2026-05-06,Solar Capture,144.13,IT_SARD
2026-05-07,Solar Capture,105.61,IT_SARD
2026-04-28,Wind Onshore Generation,4890.0,IT_SARD
2026-04-29,Wind Onshore Generation,15385.0,IT_SARD
2026-04-30,Wind Onshore Generation,17086.0,IT_SARD
2026-05-01,Wind Onshore Generation,27740.0,IT_SARD
2026-05-02,Wind Onshore Generation,8911.0,IT_SARD
2026-05-03,Wind Onshore Generation,14117.0,IT_SARD
2026-05-04,Wind Onshore Generation,12736.0,IT_SARD
2026-05-05,Wind Onshore Generation,11942.0,IT_SARD
2026-05-06,Wind Onshore Generation,9806.0,IT_SARD
2026-05-07,Wind Onshore Generation,2397.0,IT_SARD
2026-04-28,Wind Onshore Capture,142.87,IT_SARD
2026-04-29,Wind Onshore Capture,110.51,IT_SARD
2026-04-30,Wind Onshore Capture,89.64,IT_SARD
2026-05-01,Wind Onshore Capture,75.44,IT_SARD
2026-05-02,Wind Onshore Capture,96.6,IT_SARD
2026-05-03,Wind Onshore Capture,81.06,IT_SARD
2026-05-04,Wind Onshore Capture,134.15,IT_SARD
2026-05-05,Wind Onshore Capture,138.08,IT_SARD
2026-05-06,Wind Onshore Capture,134.7,IT_SARD
2026-05-07,Wind Onshore Capture,118.11,IT_SARD
2026-04-28,Solar Forecast,8095.0,IT_SARD
2026-04-29,Solar Forecast,22235.0,IT_SARD
2026-04-30,Solar Forecast,24559.0,IT_SARD
2026-05-01,Solar Forecast,32024.0,IT_SARD
2026-05-02,Solar Forecast,34581.0,IT_SARD
2026-05-03,Solar Forecast,28933.0,IT_SARD
2026-05-04,Solar Forecast,12310.0,IT_SARD
2026-05-05,Solar Forecast,14008.0,IT_SARD
2026-05-06,Solar Forecast,14848.0,IT_SARD
2026-05-07,Solar Forecast,19273.0,IT_SARD
2026-04-28,Wind Onshore Forecast,4461.0,IT_SARD
2026-04-29,Wind Onshore Forecast,15546.0,IT_SARD
2026-04-30,Wind Onshore Forecast,12531.0,IT_SARD
2026-05-01,Wind Onshore Forecast,30177.0,IT_SARD
2026-05-02,Wind Onshore Forecast,10511.0,IT_SARD
2026-05-03,Wind Onshore Forecast,15844.0,IT_SARD
2026-05-04,Wind Onshore Forecast,13933.0,IT_SARD
2026-05-05,Wind Onshore Forecast,12623.0,IT_SARD
2026-05-06,Wind Onshore Forecast,14545.0,IT_SARD
2026-05-07,Wind Onshore Forecast,6359.0,IT_SARD
2026-04-28,Baseload,144.14,IT_CALA
2026-04-29,Baseload,116.3,IT_CALA
2026-04-30,Baseload,101.81,IT_CALA
2026-05-01,Baseload,82.42,IT_CALA
2026-05-02,Baseload,98.82,IT_CALA
2026-05-03,Baseload,103.88,IT_CALA
2026-05-04,Baseload,132.43,IT_CALA
2026-05-05,Baseload,140.25,IT_CALA
2026-05-06,Baseload,144.03,IT_CALA
2026-05-07,Baseload,136.64,IT_CALA
2026-05-08,Baseload,126.16,IT_CALA
2026-04-28,Solar Generation,2704.0,IT_CALA
2026-04-29,Solar Generation,12202.0,IT_CALA
2026-04-30,Solar Generation,6823.0,IT_CALA
2026-05-01,Solar Generation,10294.0,IT_CALA
2026-05-02,Solar Generation,13207.0,IT_CALA
2026-05-03,Solar Generation,13365.0,IT_CALA
2026-05-04,Solar Generation,13791.0,IT_CALA
2026-05-05,Solar Generation,9855.0,IT_CALA
2026-05-06,Solar Generation,11888.0,IT_CALA
2026-05-07,Solar Generation,10285.0,IT_CALA
2026-04-28,Solar Capture,127.97,IT_CALA
2026-04-29,Solar Capture,91.59,IT_CALA
2026-04-30,Solar Capture,57.86,IT_CALA
2026-05-01,Solar Capture,13.09,IT_CALA
2026-05-02,Solar Capture,28.19,IT_CALA
2026-05-03,Solar Capture,41.36,IT_CALA
2026-05-04,Solar Capture,114.6,IT_CALA
2026-05-05,Solar Capture,135.62,IT_CALA
2026-05-06,Solar Capture,142.36,IT_CALA
2026-05-07,Solar Capture,105.45,IT_CALA
2026-04-28,Wind Onshore Generation,1859.0,IT_CALA
2026-04-29,Wind Onshore Generation,13539.0,IT_CALA
2026-04-30,Wind Onshore Generation,22483.0,IT_CALA
2026-05-01,Wind Onshore Generation,30281.0,IT_CALA
2026-05-02,Wind Onshore Generation,27438.0,IT_CALA
2026-05-03,Wind Onshore Generation,32226.0,IT_CALA
2026-05-04,Wind Onshore Generation,11650.0,IT_CALA
2026-05-05,Wind Onshore Generation,6789.0,IT_CALA
2026-05-06,Wind Onshore Generation,17979.0,IT_CALA
2026-05-07,Wind Onshore Generation,16333.0,IT_CALA
2026-04-28,Wind Onshore Capture,146.25,IT_CALA
2026-04-29,Wind Onshore Capture,117.28,IT_CALA
2026-04-30,Wind Onshore Capture,101.68,IT_CALA
2026-05-01,Wind Onshore Capture,104.97,IT_CALA
2026-05-02,Wind Onshore Capture,106.85,IT_CALA
2026-05-03,Wind Onshore Capture,76.96,IT_CALA
2026-05-04,Wind Onshore Capture,129.2,IT_CALA
2026-05-05,Wind Onshore Capture,132.64,IT_CALA
2026-05-06,Wind Onshore Capture,144.37,IT_CALA
2026-05-07,Wind Onshore Capture,115.48,IT_CALA
2026-04-28,Solar Forecast,2307.0,IT_CALA
2026-04-29,Solar Forecast,12782.0,IT_CALA
2026-04-30,Solar Forecast,8223.0,IT_CALA
2026-05-01,Solar Forecast,12128.0,IT_CALA
2026-05-02,Solar Forecast,12746.0,IT_CALA
2026-05-03,Solar Forecast,12458.0,IT_CALA
2026-05-04,Solar Forecast,11653.0,IT_CALA
2026-05-05,Solar Forecast,10225.0,IT_CALA
2026-05-06,Solar Forecast,7898.0,IT_CALA
2026-05-07,Solar Forecast,11046.0,IT_CALA
2026-04-28,Wind Onshore Forecast,2153.0,IT_CALA
2026-04-29,Wind Onshore Forecast,10971.0,IT_CALA
2026-04-30,Wind Onshore Forecast,16294.0,IT_CALA
2026-05-01,Wind Onshore Forecast,33186.0,IT_CALA
2026-05-02,Wind Onshore Forecast,31133.0,IT_CALA
2026-05-03,Wind Onshore Forecast,30140.0,IT_CALA
2026-05-04,Wind Onshore Forecast,14729.0,IT_CALA
2026-05-05,Wind Onshore Forecast,9456.0,IT_CALA
2026-05-06,Wind Onshore Forecast,15565.0,IT_CALA
2026-05-07,Wind Onshore Forecast,21555.0,IT_CALA
